NME8,0.005591054,0.009205426,0.001941748,0.088,0.030769231,0,0.076923077
EMILIN1,0.043929712,0.003391473,0.00776699,0.016,0.153846154,0.540983607,0
CHFR,0.302715655,0.272771318,0.130097087,0.328,0.338461538,0.245901639,0.211538462
NDUFS4,0.565495208,0.137112403,0.141747573,0.304,0.292307692,0.524590164,0.038461538
TP53TG3C,0.190095847,0.009205426,0.001941748,0.008,0,0.049180328,0
COL18A1,0.325079872,0.041666667,0.015533981,0.08,0.723076923,0.344262295,0.019230769
PDZD3,0,0.002422481,0,0,0,0,0
PRAMEF7,0.003194888,0.001937984,0.003883495,0,0,0,0
MIR591,0.000798722,0,0,0,0,0,0
FAXC,0.161341853,0.019864341,0.023300971,0.008,0.015384615,0.049180328,0
C9orf16,0.75798722,0.421996124,0.242718447,0.424,0.430769231,0.508196721,0.461538462
ERBB2IP,0.67172524,0.394864341,0.337864078,0.432,0.507692308,0.524590164,0.365384615
FUS,0.927316294,0.89001938,0.895145631,0.968,0.923076923,0.918032787,0.865384615
EMX2,0.056709265,0.046511628,0.040776699,0.024,0.030769231,0.245901639,0.019230769
TF,0.231629393,0.020833333,0.009708738,0.024,0.046153846,0,0
CXorf56,0.793929712,0.897771318,0.891262136,0.888,0.738461538,0.737704918,0.884615385
CLCN4,0.10942492,0.010658915,0.060194175,0.016,0.153846154,0.114754098,0
NPR1,0.010383387,0.005813953,0.00776699,0.008,0.353846154,0.147540984,0.019230769
ELAC2,0.417731629,0.204457364,0.19223301,0.304,0.338461538,0.475409836,0.134615385
CELA1,0,0.002422481,0.005825243,0,0,0,0
ASS1,0.057507987,0.082364341,0.046601942,0.024,0.353846154,0.278688525,0.057692308
USP42,0.310702875,0.184108527,0.099029126,0.168,0.107692308,0.245901639,0.173076923
RNU6-33,0,0,0,0,0,0,0
EMC8,0.338658147,0.098352713,0.052427184,0.2,0.184615385,0.426229508,0.038461538
SEC23IP,0.57028754,0.620639535,0.566990291,0.68,0.676923077,0.655737705,0.576923077
POLR2J,0.813897764,0.361434109,0.324271845,0.512,0.384615385,0.590163934,0.442307692
UQCRC1,0.861022364,0.301356589,0.27184466,0.696,0.476923077,0.704918033,0.423076923
LOC729603,0.568690096,0.749031008,0.708737864,0.744,0.492307692,0.459016393,0.730769231
ERVV-2,0.002396166,0.003391473,0.003883495,0,0,0,0
POLG,0.382587859,0.21996124,0.163106796,0.264,0.153846154,0.393442623,0.288461538
ADAM23,0.065495208,0.012112403,0.005825243,0,0.153846154,0.032786885,0
MIR4641,0,0,0,0,0,0,0
TFR2,0.015175719,0.020833333,0.013592233,0,0.015384615,0.016393443,0.019230769
RICTOR,0.5,0.400678295,0.33592233,0.32,0.353846154,0.491803279,0.326923077
GRXCR2,0,0.000968992,0.001941748,0,0,0,0
FLJ42709,0.250798722,0.212693798,0.172815534,0.312,0.384615385,0.344262295,0.230769231
SNORD105,0,0.002422481,0,0.008,0,0,0
IDO2,0.003194888,0.002422481,0.003883495,0.032,0,0,0
HLA-J,0.576677316,0.765503876,0.533980583,0.904,0.615384615,0.508196721,0.596153846
C19orf55,0.193290735,0.096414729,0.087378641,0.072,0.092307692,0.196721311,0.076923077
